type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Reactive yellow (4GL),Aspergillus niger D2-1,100 ppm,not specified,shaking,room temperature,7 days,9.0,98.62%,mycelium,UV-Vis analysis showed complete disappearance of peaks; GC-MS confirmed biodegradation.
Reactive red (4BL),Aspergillus niger D2-1,100 ppm,not specified,shaking,room temperature,7 days,9.0,92.42%,mycelium,UV-Vis analysis showed complete disappearance of peaks; GC-MS confirmed biodegradation.
Reactive yellow (4GL),Aspergillus niger D2-1,50 ppm,not specified,not specified,not specified,not specified,not specified,67.68%,mycelium,not specified.
Reactive yellow (4GL),Aspergillus niger D2-1,150 ppm,not specified,not specified,not specified,not specified,not specified,10.19%,mycelium,not specified.
Reactive yellow (4GL),Aspergillus niger D2-1,200 ppm,not specified,not specified,not specified,not specified,not specified,4.08%,mycelium,not specified.
Reactive yellow (4GL),Aspergillus niger D2-1,250 ppm,not specified,not specified,not specified,not specified,not specified,0.08%,mycelium,not specified.
Reactive yellow (4GL),Aspergillus niger D2-1,350 ppm,not specified,not specified,not specified,not specified,not specified,0.01%,mycelium,not specified.
Reactive yellow (4GL),Aspergillus niger D2-1,500 ppm,not specified,not specified,not specified,not specified,not specified,0.01%,mycelium,not specified.
Reactive yellow (4GL),Aspergillus niger D2-1,650 ppm,not specified,not specified,not specified,not specified,not specified,0.38%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,50 ppm,not specified,not specified,not specified,not specified,not specified,54.84%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,100 ppm,not specified,not specified,not specified,not specified,not specified,29.74%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,150 ppm,not specified,not specified,not specified,not specified,not specified,8.69%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,200 ppm,not specified,not specified,not specified,not specified,not specified,4.95%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,250 ppm,not specified,not specified,not specified,not specified,not specified,0.03%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,350 ppm,not specified,not specified,not specified,not specified,not specified,0.00%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,500 ppm,not specified,not specified,not specified,not specified,not specified,0.01%,mycelium,not specified.
Reactive red (4BL),Aspergillus niger D2-1,650 ppm,not specified,not specified,not specified,not specified,not specified,0.00%,mycelium,not specified.
textile wastewater effluent,Aspergillus niger D2-1,not specified,not specified,not specified,not specified,7 days,9.1,59%,not specified,"Significant reduction in TDS, TSS, COD and BOD."
