type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
enrofloxacin,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,45 °C,6 h,5,80.66%,immobilized,N/A
flumequine,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,45 °C,6 h,4.5,72.33%,immobilized,N/A
enrofloxacin,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,30 °C,6 h,5,not specified,free,N/A
enrofloxacin,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,35 °C,6 h,5,not specified,free,N/A
enrofloxacin,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,40 °C,6 h,5,not specified,free,N/A
enrofloxacin,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,55 °C,6 h,5,not specified,free,N/A
flumequine,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,30 °C,6 h,4.5,not specified,free,N/A
flumequine,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,35 °C,6 h,4.5,not specified,free,N/A
flumequine,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,40 °C,6 h,4.5,not specified,free,N/A
flumequine,laccase from Trametes versicolor,50 mg L−1,6 U mL−1,shaking,55 °C,6 h,4.5,not specified,free,N/A
