type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Orange G,Daldenia concentrica,50 µM,105 spores/ml,shaking (orbital shaker),30°C,12 days,not specified,35.88%,mycelium,mycelial growth of 56 mg at maximum dye removal
Orange G,Lepiota sp.,50 µM,105 spores/ml,shaking (orbital shaker),30°C,12 days,not specified,43.00%,mycelium,mycelial growth of 55 mg at maximum dye removal
Orange G,Trametes serialis,50 µM,105 spores/ml,shaking (orbital shaker),30°C,12 days,not specified,32.00%,mycelium,mycelial growth of 51 mg at maximum dye removal
Methyl Orange,Daldenia concentrica,50 µM,105 spores/ml,shaking (orbital shaker),30°C,8 days,not specified,60.00%,mycelium,mycelial growth from 47 mg to 54 mg
Methyl Orange,Lepiota sp.,50 µM,105 spores/ml,shaking (orbital shaker),30°C,16 days,not specified,58.65%,mycelium,max mycelial growth reached at 56 mg
Methyl Orange,Trametes serialis,50 µM,105 spores/ml,shaking (orbital shaker),30°C,8 days,not specified,53.28%,mycelium,mycelial growth of 54 mg
Congo Red,Daldenia concentrica,50 µM,105 spores/ml,shaking (orbital shaker),30°C,8 days,not specified,91.54%,mycelium,mycelial growth of 60 mg
Congo Red,Lepiota sp.,50 µM,105 spores/ml,shaking (orbital shaker),30°C,8 days,not specified,90.07%,mycelium,mycelial growth of 56 mg
Congo Red,Trametes serialis,50 µM,105 spores/ml,shaking (orbital shaker),30°C,8 days,not specified,95.48%,mycelium,mycelial growth of 54 mg
Dye industry effluent,Daldenia concentrica,not specified,105 spores/ml,batch mode,39°C,7 days,not specified,84.52%,mycelium,batch mode most effective
Dye industry effluent,Lepiota sp.,not specified,105 spores/ml,batch mode,39°C,7 days,not specified,66.67%,mycelium,batch mode most effective
Dye industry effluent,Trametes serialis,not specified,105 spores/ml,batch mode,39°C,7 days,not specified,89.28%,mycelium,batch mode most effective
Dye industry effluent,Lepiota sp.,not specified,105 spores/ml,continuous mode,39°C,7 days,not specified,55.95%,mycelium,continuous mode trial
Dye industry effluent,Daldenia concentrica,not specified,105 spores/ml,continuous mode,39°C,5 days,not specified,52.38%,mycelium,continuous mode trial
Dye industry effluent,Trametes serialis,not specified,105 spores/ml,continuous mode,39°C,5 days,not specified,54.76%,mycelium,continuous mode trial
