paper,mean_cosine,mean_jaccard,mean_entropy,num_cv_mean,row_match_rate
A+microwave-based+method+for+nucleic+acid+isolation+from+environmental+samples_.txt,0.7119169,0.3305814369811572,0.9003595553828894,,0.0
Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_.txt,0.89583033,0.3912476743701379,1.2006643258987184,,0.0
Azo+dye+%28direct+blue%29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_.txt,0.93402404,0.5351311232063335,1.020515983408865,,0.1111111111111111
Bio-remediation+of+colored+industrial+wastewaters+by+the+white-rot+fungi+Phanerochaete+chrysosporium+and+Pleurotus+ostreatus+and+their+enzymes_.txt,0.94228697,0.35505050505050506,2.291336275688481,0.331297527298795,0.0
Biodegradation+of+azo+and+heterocyclic+dyes+by+Phanerochaete+chrysosporium_.txt,0.93976134,0.48393992838437283,1.2641569592012774,0.19650933045282432,0.13888888888888887
Biodegradation+of+azo+dye+acid+red+B+under+high+salinity+condition_.txt,0.887455,0.307982757982758,1.4933421483872609,,0.037037037037037035
Biodegradation+of+azo+dyes+by+white+rot+fungi_.txt,0.84656805,0.5380806010928961,1.363275492592275,0.03789945724575914,0.16666666666666666
Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_.txt,0.9439166,0.2339887096494561,1.5286235003606874,,0.0
Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_.txt,0.8630393,0.6144360183097629,0.7218965526277876,,0.2777777777777778
Biodegradation+of+triphenylmethane+dye+Malachite+Green+by+Sphingomonas+paucimobilis_.txt,0.97065705,0.6946365832235397,1.1018227368467053,0.12597176896623635,0.9166666666666666
Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._.txt,0.89728576,0.4590081236897275,1.2753606536187136,0.1537399915644833,0.34074074074074073
Bioremediation+of+direct+blue+14+and+extracellular+ligninolytic+enzyme+production+by+white+rot+fungi%3A+Pleurotus+Spp._.txt,0.9372223,0.8571428571428571,0.9099925650304287,,0.3333333333333333
Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.txt,0.9090047,0.3475804051772274,1.255923291231151,0.16246733473600916,0.05128205128205129
Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,0.9031536,0.48147186147186155,1.0641608337893327,0.05263157894736842,0.06666666666666667
Chemical+pretreatment+and+aerobic%E2%80%93anaerobic+degradation+of+textile+dye+wastewater_.txt,0.9523449,0.4230859010270775,0.9973597588004842,0.12316387169438929,0.0909090909090909
Color+removal+from+molasses+wastewater+by+Aspergillus+niger_.txt,0.81926054,0.5612042860470533,1.0553138104225614,,0.3229166666666667
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._.txt,0.8370624,0.25462409646710826,1.8891026782590976,0.39283710065919303,0.0
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_.txt,0.8990962,0.7171717171717171,0.6472545458041968,,0.3333333333333333
