paper,mean_cosine,mean_jaccard,mean_entropy,num_cv_mean,row_match_rate
A+microwave-based+method+for+nucleic+acid+isolation+from+environmental+samples_.txt,0.70111924,0.29031572048139004,1.0510995477112102,,0.0
Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_.txt,0.9025791,0.5979166666666667,1.2265844129895649,,0.16666666666666666
Azo+dye+%28direct+blue%29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_.txt,0.9139285,0.38423851732473807,0.8929894706024715,0.06268463851156392,0.0
Biodegradation+of+azo+and+heterocyclic+dyes+by+Phanerochaete+chrysosporium_.txt,0.9484396,0.4844406564942811,1.3176901611777454,0.19550739243278695,0.07407407407407407
Biodegradation+of+azo+dye+acid+red+B+under+high+salinity+condition_.txt,0.93933296,0.3561678463094034,1.561743182481723,0.16666666666666666,0.31666666666666665
Biodegradation+of+azo+dyes+by+white+rot+fungi_.txt,0.8448917,0.5710438218933273,1.2315953835349214,0.03266359643289618,0.0
Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_.txt,0.9506853,0.30601723278501747,1.4636339451223592,,0.0
Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_.txt,0.84922886,0.46368508839027706,0.8837959074270539,,0.1111111111111111
Biodegradation+of+triphenylmethane+dye+Malachite+Green+by+Sphingomonas+paucimobilis_.txt,0.88797474,0.43870347096153545,1.2647869161235377,0.17682506302821327,0.15
Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._.txt,0.9297578,0.3031325232144904,1.6826107617051098,0.15153389821472263,0.0
Bioremediation+of+direct+blue+14+and+extracellular+ligninolytic+enzyme+production+by+white+rot+fungi%3A+Pleurotus+Spp._.txt,0.8138644,0.4322751322751323,1.4775909876176057,,0.06666666666666667
Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.txt,0.92710274,0.46506813038663397,1.1719807418860022,0.08097900161153557,0.24074074074074073
Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,0.92789775,0.40661439613897304,1.163751709369826,0.05264483794214921,0.0
Chemical+pretreatment+and+aerobic%E2%80%93anaerobic+degradation+of+textile+dye+wastewater_.txt,0.9573886,0.5274544545908864,0.9857295553321479,0.14408763192842228,0.037037037037037035
Color+removal+from+molasses+wastewater+by+Aspergillus+niger_.txt,0.8373739,0.47716920760399023,0.9748942241049888,,0.0
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._.txt,0.7309241,0.25998368980360503,1.6380855519094966,,0.0
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_.txt,0.8631862,0.5834586466165413,0.901219223229126,,0.0
Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.txt,0.89655447,0.43115261935077376,1.219590739857786,,0.09999999999999999
Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_.txt,0.7799204,0.3059512172415398,1.7904370987854448,0.2059279282590899,0.25
Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_.txt,0.84016925,0.4724859900373599,1.0883909958375801,0.05879144112071429,0.0
Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_.txt,0.891287,0.37187341969113463,1.5397923685300094,0.07204381596421112,0.06666666666666667
Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_.txt,0.9387064,0.8023106546854942,0.9230755832148251,,0.3333333333333333
Decolorization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsuta_.txt,0.85877067,0.4070489844683393,1.4580870091124636,0.021904014791661677,0.0
Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus%2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_.txt,0.8896536,0.38050055794675597,1.3088907707191237,,0.13333333333333333
Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_.txt,0.89556247,0.5300212802078276,0.9730508062965527,0.20327890704543544,0.0
Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.txt,0.89338106,0.5358517260894171,1.6075532306340137,,0.1619047619047619
Decolorization+of+azo+dyes+and+simulated+dye+bath+wastewater+using+acclimatized+microbial+consortium--biostimulation+and+halo+tolerance_.txt,0.9122715,0.5537889574434426,1.159620718560017,,0.0
Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_.txt,0.9547853,0.5058551617873652,1.05726982475968,,0.2222222222222222
Decolorization+of+dye+by+wood+rotting+basidiomycete+fungi_.txt,0.83360714,0.4001183089269463,1.5724125604350554,0.2878197989826109,0.0
Decolorization+of+malachite+green+by+two+fungal+microorganisms_2008.txt,0.9544284,0.5775480796667237,1.1333125795242085,,0.16666666666666666
Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_.txt,0.95655847,0.5426003734827264,1.0859492259639234,0.146565621758588,0.08928571428571429
Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,0.8417935,0.3431039987229627,1.285682583118981,0.1427277432446674,0.0
Decolorization+of+polymeric+dyes+by+a+novel+Penicillium+isolate_.txt,0.89774203,0.5545157456922162,0.8582137311753354,,0.0
Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_.txt,0.932004,0.6525931464864666,1.0211893943764583,,0.27777777777777773
Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,0.71867806,0.40207310420076375,1.4747913379838407,,0.0
Decolorization+of+synthetic+dyes+by+white-rot+fungi%2C+Enzyme+and..._.txt,0.8632999,0.3802620936892036,1.4931533146457985,1.7976135864023637,0.037037037037037035
Decolorization+of+synthetic+textile+dyes+by+Phlebia+tremellosa_.txt,0.9320459,0.4915204678362573,1.4382889580748115,,0.06060606060606061
Decolorization+of+textile+dyes+and+their+effluents+using+white+rot+fungi_.txt,0.94316405,0.7124653124653125,1.561605071330837,,0.7304347826086955
Decolorization+of+textile+dyes+by+Phanerochaete+chrysosporium+and+Pleurotus+sajorcaju_.txt,0.961368,0.7577400994067661,1.4345782139856391,,0.39999999999999997
Decolorization+of+textile+dyes+by+white+rot+fungi_.txt,0.9081857,0.3722169868309774,1.616989661577602,,0.0
Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_.txt,0.89792854,0.4006660070430777,1.417272665327773,,0.06666666666666667
Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,0.9012868,0.46742848258706465,1.4066112243197524,,0.06666666666666667
Decolorization+of+triphenylmethane+dyes+by+the+bird%27s+nest+fungus..._.txt,0.93249696,0.4711693607106451,1.6244267849624336,0.5081109553112574,0.05555555555555555
Decolouration+of+textile+dyes+by+fungal+pellets_.txt,0.89024097,0.4626111864917835,1.2414764725772485,0.03449985553215743,0.09523809523809523
Decolourisation+and+detoxification+in+the+fungal+treatment+of+textile+wastewaters_.txt,0.930437,0.4488361426441922,1.738230680860038,0.2654067588624147,0.1761904761904762
Decolourization+of+azo+dyes+and+a+dye+industry+effluent+by+white+rot+fungus+Thelephora+sp._.txt,0.9322829,0.5144668722549294,2.021255021965625,0.13761646089557208,0.1111111111111111
Decolourization+of+synthetic+dyes+by+solid+state+cultures+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,0.84616715,0.43647071086095485,1.4049905440725425,0.14272774324466742,0.0
Decolourization+of+synthetic+dyes+using+rice+straw+attached+Pleurotus+ostreatus_.txt,0.84474945,0.5872255720470007,1.260919317985139,,0.0
Degradation+of+dyes+by+white+rot+fungi_.txt,0.785449,0.4069226750261233,0.9778878547571556,0.0,0.0
Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,0.8861561,0.22931621153844514,1.950777866434462,0.08955223880597014,0.29523809523809524
Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_.txt,0.86216253,0.2858209865252119,1.9557508687730805,,0.0
Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization%2C+Part+II%3A+Continuous+decolourization+tests_.txt,0.8756266,0.4504214910410118,1.1658190567262834,,0.0
Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.txt,0.8047612,0.4459929078014184,0.7211530771754499,,0.06666666666666667
Dye+removal+by+low+cost+adsorbents%3A+Hazelnut+shells+in+comparison+with+wood+sawdust_.txt,0.8766362,0.42728561445542573,1.0974871320334303,,0.0
Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_.txt,0.91025585,0.6275624461670973,1.0360501664812367,,0.4444444444444444
