type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Methyl orange,Pleurotus ostreatus,6.8 mg/L,not specified,shaking (150 rpm),30°C,24 h,not specified,30.86%,not specified,
Methyl orange,Pleurotus ostreatus,6.8 mg/L,not specified,shaking (150 rpm),30°C,48 h,not specified,35.17%,not specified,
Methyl orange,Pleurotus ostreatus,6.8 mg/L,not specified,shaking (150 rpm),30°C,72 h,not specified,44.29%,not specified,
Acid fast red,Pleurotus ostreatus,67 mg/L,not specified,shaking (150 rpm),30°C,24 h,not specified,24.86%,not specified,
Acid fast red,Pleurotus ostreatus,67 mg/L,not specified,shaking (150 rpm),30°C,48 h,not specified,30.89%,not specified,
Acid fast red,Pleurotus ostreatus,67 mg/L,not specified,shaking (150 rpm),30°C,72 h,not specified,50.33%,not specified,
Reactive black 5,Pleurotus ostreatus,100 mg/L,not specified,shaking (150 rpm),30°C,24 h,not specified,78.27%,not specified,
Reactive black 5,Pleurotus ostreatus,100 mg/L,not specified,shaking (150 rpm),30°C,48 h,not specified,84.37%,not specified,
Reactive black 5,Pleurotus ostreatus,100 mg/L,not specified,shaking (150 rpm),30°C,72 h,not specified,89.56%,not specified,
Congo red,Pleurotus ostreatus,20 mg/L,not specified,shaking (150 rpm),30°C,24 h,not specified,88.16%,not specified,
Congo red,Pleurotus ostreatus,20 mg/L,not specified,shaking (150 rpm),30°C,48 h,not specified,89.40%,not specified,
Congo red,Pleurotus ostreatus,20 mg/L,not specified,shaking (150 rpm),30°C,72 h,not specified,91.52%,not specified,
Methylene blue,Pleurotus ostreatus,3.3 mg/L,not specified,shaking (150 rpm),30°C,24 h,not specified,42.49%,not specified,
Methylene blue,Pleurotus ostreatus,3.3 mg/L,not specified,shaking (150 rpm),30°C,48 h,not specified,42.49%,not specified,
Methylene blue,Pleurotus ostreatus,3.3 mg/L,not specified,shaking (150 rpm),30°C,72 h,not specified,42.49%,not specified,
Disperse violet 31,Pleurotus ostreatus,100 mg/L,not specified,shaking (150 rpm),30°C,24 h,not specified,88.16%,not specified,
Disperse violet 31,Pleurotus ostreatus,100 mg/L,not specified,shaking (150 rpm),30°C,48 h,not specified,89.40%,not specified,
Disperse violet 31,Pleurotus ostreatus,100 mg/L,not specified,shaking (150 rpm),30°C,72 h,not specified,91.52%,not specified,
Methyl orange,Phanerochaete chrysosporium,6.8 mg/L,not specified,not specified,not specified,24 h,not specified,20.42%,not specified,
Methyl orange,Phanerochaete chrysosporium,6.8 mg/L,not specified,not specified,not specified,48 h,not specified,26.39%,not specified,
Methyl orange,Phanerochaete chrysosporium,6.8 mg/L,not specified,not specified,not specified,72 h,not specified,33.16%,not specified,
Acid fast red,Phanerochaete chrysosporium,67 mg/L,not specified,not specified,not specified,24 h,not specified,12.67%,not specified,
Acid fast red,Phanerochaete chrysosporium,67 mg/L,not specified,not specified,not specified,48 h,not specified,13.61%,not specified,
Acid fast red,Phanerochaete chrysosporium,67 mg/L,not specified,not specified,not specified,72 h,not specified,21.94%,not specified,
Reactive black 5,Phanerochaete chrysosporium,100 mg/L,not specified,not specified,not specified,24 h,not specified,23.25%,not specified,
Reactive black 5,Phanerochaete chrysosporium,100 mg/L,not specified,not specified,not specified,48 h,not specified,39.77%,not specified,
Reactive black 5,Phanerochaete chrysosporium,100 mg/L,not specified,not specified,not specified,72 h,not specified,52.72%,not specified,
Congo red,Phanerochaete chrysosporium,20 mg/L,not specified,not specified,not specified,24 h,not specified,85.46%,not specified,
Congo red,Phanerochaete chrysosporium,20 mg/L,not specified,not specified,not specified,48 h,not specified,85.46%,not specified,
Congo red,Phanerochaete chrysosporium,20 mg/L,not specified,not specified,not specified,72 h,not specified,90.42%,not specified,
Methylene blue,Phanerochaete chrysosporium,3.3 mg/L,,,,,,,,
