type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Acid Orange 20 (AO20),Agaricus bisporus,0.1 mM,not specified,stirring,30°C,24 h,3,90%,whole fungi,Figure 1: ABTS activity bands
Acid Orange 20 (AO20),Agaricus bisporus,0.1 mM,not specified,stirring,30°C,24 h,5,90%,whole fungi,Figure 1: ABTS activity bands
Acid Orange 20 (AO20),Agaricus bisporus,0.1 mM,not specified,stirring,30°C,24 h,7,40%,whole fungi,Figure 1: ABTS activity bands
Acid Orange 20 (AO20),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,3,90%,whole fungi,Figure 1: ABTS activity bands
Acid Orange 20 (AO20),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,5,90%,whole fungi,Figure 1: ABTS activity bands
Acid Orange 20 (AO20),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,7,40%,whole fungi,Figure 1: ABTS activity bands
Direct Blue 1 (DB1),Agaricus bisporus,0.1 mM,not specified,stirring,30°C,24 h,3,90%,whole fungi,Figure 1: ABTS activity bands
Direct Blue 1 (DB1),Agaricus bisporus,0.1 mM,not specified,stirring,30°C,24 h,5,70%,whole fungi,Figure 1: ABTS activity bands
Direct Blue 1 (DB1),Agaricus bisporus,0.1 mM,not specified,stirring,30°C,24 h,7,60%,whole fungi,Figure 1: ABTS activity bands
Direct Blue 1 (DB1),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,3,80%,whole fungi,Figure 1: ABTS activity bands
Direct Blue 1 (DB1),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,5,80%,whole fungi,Figure 1: ABTS activity bands
Direct Blue 1 (DB1),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,7,70%,whole fungi,Figure 1: ABTS activity bands
Basic Green 1 (BG1),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,3,90%,whole fungi,Figure 1: ABTS activity bands
Basic Green 1 (BG1),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,5,85%,whole fungi,Figure 1: ABTS activity bands
Basic Green 1 (BG1),Lentinus edodes,0.1 mM,not specified,stirring,30°C,24 h,7,70%,whole fungi,Figure 1: ABTS activity bands
