type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Methyl Orange,KV10,1 mg/ml,not specified,not specified,28°C,96 h,5.4,76%,mycelium,not specified
Methyl Orange,KV11,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
Methyl Orange,KV12,1 mg/ml,not specified,not specified,28°C,96 h,5.4,79%,mycelium,not specified
Rhodamine-B,KV10,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not more than 60%,mycelium,not specified
Rhodamine-B,KV11,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
Rhodamine-B,KV12,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
Methyl Orange,KVA5,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
Rhodamine-B,KVA5,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
Methyl Orange,AKCH,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
Rhodamine-B,AKCH,1 mg/ml,not specified,not specified,28°C,96 h,5.4,not specified,mycelium,not specified
