type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
crystal violet,Chryseomonas luteola,0.05 g/dm3,not specified,not specified,26 °C,48 h,not specified,26.8%,whole fungi,not specified
crystal violet,Pseudomonas aeruginosa,0.05 g/dm3,not specified,not specified,26 °C,48 h,not specified,40.5%,whole fungi,not specified
crystal violet,Burkholderia cepacia,0.05 g/dm3,not specified,not specified,26 °C,48 h,not specified,30.3%,whole fungi,not specified
crystal violet,Polyporus picipes,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,72.4%,whole fungi,not specified
crystal violet,Trametes versicolor,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,75.9%,whole fungi,not specified
brilliant green,Chryseomonas luteola,0.05 g/dm3,not specified,not specified,26 °C,48 h,not specified,79.3%,whole fungi,not specified
brilliant green,Pseudomonas aeruginosa,0.05 g/dm3,not specified,not specified,26 °C,48 h,not specified,88.6%,whole fungi,not specified
brilliant green,Burkholderia cepacia,0.05 g/dm3,not specified,not specified,26 °C,48 h,not specified,not specified,whole fungi,not specified
brilliant green,Polyporus picipes,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,not specified,whole fungi,not specified
brilliant green,Trametes versicolor,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,not specified,whole fungi,not specified
thymol blue,Polyporus picipes,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,94.0%,whole fungi,not specified
thymol blue,Trametes versicolor,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,95.1%,whole fungi,not specified
cresol red,Polyporus picipes,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,74.8%,whole fungi,not specified
cresol red,Trametes versicolor,0.05 g/dm3,not specified,not specified,not specified,5 days,not specified,89.2%,whole fungi,not specified
