type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Indigo carmine,Pseudomonas aeruginosa,50 mg/L,not specified,static,30 °C,4 h,6.0,92%,whole fungi,
Indigo carmine,Pseudomonas aeruginosa,100 mg/L,not specified,agitated,30 °C,4 h,6.0,91%,whole fungi,
Indigo carmine,Pseudomonas aeruginosa,100 mg/L,not specified,static,30 °C,2 h,not specified,20%,whole fungi,live pellets
Indigo carmine,Pseudomonas aeruginosa,100 mg/L,not specified,agitated,30 °C,4 h,not specified,92%,whole fungi,live pellets
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,30 °C,300 s,3.0,57%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,150 rpm,60 °C,300 s,3.0,45%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,150 rpm,70 °C,300 s,3.0,38%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,2.5,7.78%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,3.0,14.74%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,3.5,11.99%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,4.0,10.40%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,4.5,8.62%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,5.0,5.73%,mycelium,
Indigo carmine,Funalia trogii,100 mg/L,not specified,not specified,not specified,not specified,6.0,2.46%,mycelium,
