type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Reactive yellow (4GL),Aspergillus niger,50 ppm,not specified,shaking,not specified,7 days,9,67.68%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,100 ppm,not specified,shaking,not specified,7 days,9,42.14%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,150 ppm,not specified,shaking,not specified,7 days,9,10.19%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,200 ppm,not specified,shaking,not specified,7 days,9,4.08%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,250 ppm,not specified,shaking,not specified,7 days,9,0.08%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,350 ppm,not specified,shaking,not specified,7 days,9,0.01%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,500 ppm,not specified,shaking,not specified,7 days,9,0.01%,mycelium,not specified
Reactive yellow (4GL),Aspergillus niger,650 ppm,not specified,shaking,not specified,7 days,9,0.38%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,50 ppm,not specified,shaking,not specified,7 days,9,54.84%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,100 ppm,not specified,shaking,not specified,7 days,9,29.74%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,150 ppm,not specified,shaking,not specified,7 days,9,8.69%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,200 ppm,not specified,shaking,not specified,7 days,9,4.95%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,250 ppm,not specified,shaking,not specified,7 days,9,0.03%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,350 ppm,not specified,shaking,not specified,7 days,9,0.00%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,500 ppm,not specified,shaking,not specified,7 days,9,0.01%,mycelium,not specified
Reactive red (4BL),Aspergillus niger,650 ppm,not specified,shaking,not specified,7 days,9,0.00%,mycelium,not specified
textile wastewater,Aspergillus niger,not specified,not specified,not specified,not specified,7 days,not specified,59%,mycelium,not specified
