type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycelium, fungal mass or whole fungi",any additional information
Coomassie Brilliant Blue (CBB) G-250,Salinivibrio kushneri HTSP,500 mg/L,not specified,shaking,37 °C,48 h,not specified,90%,whole fungi,"Azo dye, significant degradation observed."
Coomassie Brilliant Blue (CBB) G-250,Salinivibrio kushneri HTSP,800 mg/L,not specified,shaking,37 °C,48 h,not specified,86%,whole fungi,"Azo dye, significant degradation observed."
Coomassie Brilliant Blue (CBB) G-250,Salinivibrio kushneri HTSP,1000 mg/L,not specified,shaking,37 °C,48 h,not specified,82%,whole fungi,"Azo dye, significant degradation observed."
Coomassie Brilliant Blue (CBB) G-250,Salinivibrio kushneri HTSP,2000 mg/L,not specified,shaking,37 °C,48 h,not specified,73%,whole fungi,"Azo dye, low degradation observed."
Coomassie Brilliant Blue (CBB) G-250,Salinivibrio kushneri HTSP,3000 mg/L,not specified,shaking,37 °C,48 h,not specified,69%,whole fungi,"Azo dye, low degradation observed."
Congo Red,Salinivibrio kushneri HTSP,50 mg/L,not specified,shaking,37 °C,36 h,not specified,92%,whole fungi,"Azo dye, significant degradation observed."
Congo Red,Salinivior kushneri HTSP,150 mg/L,not specified,shaking,37 °C,36 h,not specified,88%,whole fungi,"Azo dye, significant degradation observed."
Congo Red,Salinivior kushneri HTSP,300 mg/L,not specified,shaking,37 °C,36 h,not specified,78%,whole fungi,"Azo dye, significant degradation observed."
Congo Red,Salinivior kushneri HTSP,600 mg/L,not specified,shaking,37 °C,36 h,not specified,80%,whole fungi,"Azo dye, significant degradation observed."
Congo Red,Salinivior kushneri HTSP,800 mg/L,not specified,shaking,37 °C,36 h,not specified,69%,whole fungi,"Azo dye, significant degradation observed."
Safranin,Salinivior kushneri HTSP,50 mg/L,not specified,shaking,37 °C,48 h,not specified,100%,whole fungi,"Azo dye, total degradation observed."
Safranin,Salinivior kushneri HTSP,150 mg/L,not specified,shaking,37 °C,48 h,not specified,100%,whole fungi,"Azo dye, total degradation observed."
Safranin,Salinivior kushneri HTSP,300 mg/L,not specified,shaking,37 °C,48 h,not specified,79%,whole fungi,"Azo dye, moderate degradation observed."
Safranin,Salinivior kushneri HTSP,600 mg/L,not specified,shaking,37 °C,48 h,not specified,25%,whole fungi,"Azo dye, low degradation observed."
Safranin,Salinivior kushneri HTSP,800 mg/L,not specified,shaking,37 °C,48 h,not specified,22%,whole fungi,"Azo dye, low degradation observed."
